anime_id,name,genre,type,episodes,rating,mean_rating
1,Cowboy Bebop,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",TV,26,8.82,7.5585144109871685
30276,One Punch Man,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",TV,12,8.82,7.415358157619261
164,Mononoke Hime,"Action, Adventure, Fantasy",Movie,1,8.81,7.228608231613814
7311,Suzumiya Haruhi no Shoushitsu,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",Movie,1,8.81,7.475563909774436
17074,Monogatari Series: Second Season,"Comedy, Mystery, Romance, Supernatural, Vampire",TV,26,8.8,7.298448332783097
21939,Mushishi Zoku Shou,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10,8.8,7.4018503620273535
457,Mushishi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,26,8.78,7.657909765848087
2001,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,27,8.78,7.709572322490562
245,Great Teacher Onizuka,"Comedy, Drama, School, Shounen, Slice of Life",TV,43,8.77,7.590835030549898
5258,Hajime no Ippo: New Challenger,"Comedy, Drama, Shounen, Sports",TV,26,8.75,7.317106336687517
28957,Mushishi Zoku Shou: Suzu no Shizuku,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Movie,1,8.75,7.154172560113154
11665,Natsume Yuujinchou Shi,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.75,7.101689708141321
431,Howl no Ugoku Shiro,"Adventure, Drama, Fantasy, Romance",Movie,1,8.74,7.244466334453587
11741,Fate/Zero 2nd Season,"Action, Fantasy, Supernatural, Thriller",TV,12,8.73,7.439279488669378
31757,Kizumonogatari II: Nekketsu-hen,"Action, Mystery, Supernatural, Vampire",Movie,1,8.73,6.394736842105263
19,Monster,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",TV,74,8.72,7.809098824553765
12365,Bakuman. 3rd Season,"Comedy, Drama, Romance, Shounen",TV,25,8.71,7.396662645757941
1535,Death Note,"Mystery, Police, Psychological, Supernatural, Thriller",TV,37,8.71,7.556176919166243
32366,Gintama°: Aizome Kaori-hen,"Comedy, Parody",OVA,2,8.69,6.2
30654,Ansatsu Kyoushitsu (TV) 2nd Season,"Action, Comedy, School, Shounen",TV,25,8.68,6.907629148135477
20583,Haikyuu!!,"Comedy, Drama, School, Shounen, Sports",TV,25,8.68,7.0834577283213465
19647,Hajime no Ippo: Rising,"Comedy, Drama, Shounen, Sports",TV,25,8.68,7.2234382124943
4282,Kara no Kyoukai 5: Mujun Rasen,"Action, Drama, Mystery, Romance, Supernatural, Thriller",Movie,1,8.68,7.180527788884446
10379,Natsume Yuujinchou San,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.67,6.957701516360734
22135,Ping Pong The Animation,"Psychological, Seinen, Sports",TV,11,8.67,7.6467040068935805
21329,Mushishi Special: Hihamukage,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,1,8.66,7.100383982446517
31043,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural",TV,12,8.65,7.4827886710239655
7785,Yojouhan Shinwa Taikei,"Mystery, Psychological, Romance",TV,11,8.65,7.518412242945959
3297,Aria The Origination,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13,8.64,7.148430066603235
30709,Kamisama Hajimemashita: Kako-hen,"Comedy, Demons, Fantasy, Shoujo, Supernatural",OVA,4,8.64,6.2782369146005506
6114,Rainbow: Nisha Rokubou no Shichinin,"Drama, Historical, Seinen, Thriller",TV,26,8.64,7.713305001634521
31240,Re:Zero kara Hajimeru Isekai Seikatsu,"Drama, Fantasy, Psychological, Thriller",TV,25,8.64,7.3285970929283035
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,"Action, Mecha, Sci-Fi, Space, Super Power",Movie,1,8.64,6.8001978239366965
5300,Zoku Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.64,7.0625947585011914
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",TV,11,8.62,7.452303889836991
24415,Kuroko no Basket 3rd Season,"Comedy, School, Shounen, Sports",TV,25,8.62,7.038759689922481
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,"Sci-Fi, Thriller",Movie,1,8.61,7.275311107697035
10408,Hotarubi no Mori e,"Drama, Romance, Shoujo, Supernatural",Movie,1,8.61,7.269485188380788
28171,Shokugeki no Souma,"Ecchi, School, Shounen",TV,24,8.61,7.119023779724656
21899,Gintama: Yorinuki Gintama-san on Theater 2D,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,2,8.6,6.160642570281125
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.6,7.107585703865792
7472,Gintama Movie: Shinyaku Benizakura-hen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,1,8.59,6.8976851851851855
777,Hellsing Ultimate,"Action, Horror, Military, Seinen, Supernatural, Vampire",OVA,10,8.59,7.315557925609919
22535,Kiseijuu: Sei no Kakuritsu,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",TV,24,8.59,7.316499481148392
28735,Shouwa Genroku Rakugo Shinjuu,"Drama, Historical, Josei",TV,13,8.59,7.425242718446602
12431,Uchuu Kyoudai,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",TV,99,8.59,7.7075471698113205
28805,Bakemono no Ko,"Adventure, Supernatural",Movie,1,8.58,7.396468699839486
578,Hotaru no Haka,"Drama, Historical",Movie,1,8.58,7.278787878787878
16894,Kuroko no Basket 2nd Season,"Comedy, School, Shounen, Sports",TV,25,8.58,7.042501517911354
5028,Major S5,"Comedy, Drama, Romance, Sports",TV,25,8.58,6.989010989010989
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen",TV,26,8.57,7.0736167181192116
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),"Action, Mystery, Romance, Supernatural, Thriller",Movie,1,8.57,7.100738271016909
17389,Kingdom 2nd Season,"Action, Historical, Military, Seinen",TV,39,8.57,7.065121412803532
170,Slam Dunk,"Comedy, Drama, School, Shounen, Sports",TV,101,8.56,7.102176318701586
10162,Usagi Drop,"Josei, Slice of Life",TV,11,8.56,7.35038804254096
18617,Girls und Panzer der Film,"Military, School",Movie,1,8.55,7.363273453093813
32182,Mob Psycho 100,"Action, Comedy, Slice of Life, Supernatural",TV,12,8.55,7.060554612337294
877,Nana,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",TV,47,8.55,7.247524752475248
2251,Baccano!,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",TV,13,8.54,7.473803071364047
24687,Mushishi Zoku Shou: Odoro no Michi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,1,8.54,6.969269102990033
16498,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",TV,25,8.54,7.314088696592753
10030,Bakuman. 2nd Season,"Comedy, Drama, Romance, Shounen",TV,25,8.53,7.227125243348475
5941,Cross Game,"Comedy, Drama, Romance, School, Sports",TV,50,8.53,7.558199356913184
30346,Doukyuusei (Movie),"Romance, School, Shounen Ai, Slice of Life",Movie,1,8.53,6.589690721649484
3784,Evangelion: 2.0 You Can (Not) Advance,"Action, Mecha, Sci-Fi",Movie,1,8.53,7.020747406574178
13125,Shinsekai yori,"Drama, Horror, Mystery, Sci-Fi, Supernatural",TV,25,8.53,7.448165869218501
12029,Uchuu Senkan Yamato 2199,"Action, Drama, Military, Sci-Fi, Space",OVA,26,8.53,7.609756097560975
14397,Chihayafuru 2,"Drama, Game, Josei, Slice of Life, Sports",TV,25,8.52,7.210766721044045
10087,Fate/Zero,"Action, Fantasy, Supernatural",TV,13,8.51,7.250492125984252
14719,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Shounen, Supernatural, Vampire",TV,26,8.51,7.219912035185926
9756,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",TV,12,8.51,7.218859414871521
10165,Nichijou,"Comedy, School, Slice of Life",TV,26,8.52,7.20343347639485
13601,Psycho-Pass,"Action, Police, Psychological, Sci-Fi",TV,22,8.5,7.241362078812108
22789,Barakamon,"Comedy, Slice of Life",TV,12,8.5,7.140161725067386
30230,Diamond no Ace: Second Season,"Comedy, School, Shounen, Sports",TV,51,8.5,6.996543778801843
18115,Magi: The Kingdom of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,8.5,6.864129688143976
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.5,6.965810055865922
11917,Major: World Series,"Comedy, Drama, Sports",OVA,2,8.5,6.7526132404181185
205,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,8.5,7.236849587716804
32282,Shokugeki no Souma: Ni no Sara,"Ecchi, School, Shounen",TV,13,8.5,6.885131358300726
6594,Katanagatari,"Action, Adventure, Historical, Martial Arts, Romance",TV,12,8.49,7.354147075418469
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.49,6.4990046449900465
7655,Major S6,"Comedy, Drama, Sports",TV,25,8.49,6.898865784499055
2246,Mononoke,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural",TV,12,8.49,7.244044467972472
25835,Shirobako,"Comedy, Drama",TV,24,8.49,7.3180124223602485
2921,Ashita no Joe 2,"Drama, Sports",TV,47,8.48,7.495412844036697
136,Hunter x Hunter,"Action, Adventure, Shounen, Super Power",TV,62,8.48,6.85211517952364
30503,Noragami Aragoto,"Action, Adventure, Shounen, Supernatural",TV,13,8.48,6.839839691257236
12531,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School",TV,12,8.48,7.379741470650561
523,Tonari no Totoro,"Adventure, Comedy, Supernatural",Movie,1,8.48,6.863037339190461
467,Ghost in the Shell: Stand Alone Complex,"Action, Mecha, Military, Police, Sci-Fi, Seinen",TV,26,8.47,7.024490440827935
572,Kaze no Tani no Nausicaä,"Adventure, Fantasy",Movie,1,8.47,6.925587283724856
19815,No Game No Life,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",TV,12,8.47,7.169780399868896
2559,Romeo no Aoi Sora,"Adventure, Drama, Historical, Slice of Life",TV,33,8.47,6.662269129287599
392,Yuu☆Yuu☆Hakusho,"Action, Comedy, Demons, Fantasy, Martial Arts, School, Shounen",TV,112,8.47,6.954316972205795
486,Kino no Tabi: The Beautiful World,"Action, Adventure, Slice of Life",TV,13,8.46,7.317647058823529
11771,Kuroko no Basket,"Comedy, School, Shounen, Sports",TV,25,8.46,7.024822079500087
1698,Nodame Cantabile,"Comedy, Drama, Josei, Music, Romance, Slice of Life",TV,23,8.46,7.232225728605903
5341,Ookami to Koushinryou II,"Adventure, Fantasy, Historical, Romance",TV,12,8.46,7.0964025393839645
25781,Shingeki no Kyojin: Kuinaki Sentaku,"Action, Fantasy, Shoujo, Supernatural",OVA,2,8.45,6.553871364195002
10863,Steins;Gate: Oukoubakko no Poriomania,"Sci-Fi, Thriller",Special,1,8.46,6.985378940308518
28701,Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Fantasy, Magic, Shounen, Supernatural",TV,13,8.45,7.1731236829307825
5420,Kemono no Souja Erin,"Drama, Fantasy",TV,50,8.45,7.537162162162162
9260,Kizumonogatari I: Tekketsu-hen,"Mystery, Supernatural, Vampire",Movie,1,8.45,6.700924974306269
32,Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi",Movie,1,8.45,6.771439696291249
4224,Toradora!,"Comedy, Romance, School, Slice of Life",TV,25,8.45,7.234938022484866
2236,Toki wo Kakeru Shoujo,"Adventure, Drama, Romance, Sci-Fi",Movie,1,8.44,7.187083429096759
2685,Tsubasa: Tokyo Revelations,"Action, Adventure, Drama, Fantasy, Romance, Shounen",OVA,3,8.44,6.661365142478463
31181,Owarimonogatari,"Comedy, Mystery, Supernatural",TV,12,8.43,6.864376926464113
45,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Historical, Romance, Samurai",TV,94,8.43,6.910379746835443
2418,Stranger: Mukou Hadan,"Action, Adventure, Historical, Samurai",Movie,1,8.43,7.266666666666667
1365,Detective Conan Movie 06: The Phantom of Baker Street,"Adventure, Mystery, Police, Shounen",Movie,1,8.42,6.255633802816901
22297,Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Magic, Shounen, Supernatural",TV,12,8.42,7.16287192755498
627,Major S1,"Comedy, Drama, Shounen, Sports",TV,26,8.42,6.88189448441247
23755,Nanatsu no Taizai,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,24,8.42,6.9859619140625
4081,Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.42,6.974884335756775
4155,One Piece Film: Strong World,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.42,6.748575336220652
1889,Higurashi no Naku Koro ni Kai,"Mystery, Psychological, Supernatural, Thriller",TV,24,8.41,7.08377877168103
137,Hunter x Hunter OVA,"Action, Adventure, Shounen, Super Power",OVA,8,8.41,6.612984218077475
139,Hunter x Hunter: Greed Island Final,"Action, Adventure, Shounen, Super Power",OVA,14,8.41,6.647853185595568
23317,Kuroshitsuji: Book of Murder,"Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural",OVA,2,8.41,6.230875258442453
558,Major S2,"Comedy, Drama, Shounen, Sports",TV,26,8.41,6.885530546623794
5040,One Outs,"Psychological, Seinen, Sports",TV,25,8.41,7.169008875739645
57,Beck,"Comedy, Drama, Music, Shounen, Slice of Life",TV,26,8.4,7.267176900330492
33,Berserk,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,25,8.4,7.089318213635727
5,Cowboy Bebop: Tengoku no Tobira,"Action, Drama, Mystery, Sci-Fi, Space",Movie,1,8.4,6.89028439439873
1842,Major S3,"Drama, Shounen, Sports",TV,26,8.4,6.849659863945578
6336,Mobile Suit Gundam Unicorn,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,7,8.4,7.10381861575179
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",OVA,1,8.4,6.272017837235229
1210,NHK ni Youkoso!,"Comedy, Drama, Psychological, Romance",TV,24,8.4,7.232864411852739
338,Rose of Versailles,"Adventure, Drama, Historical, Romance, Shoujo",TV,40,8.4,6.891089108910891
13759,Sakurasou no Pet na Kanojo,"Comedy, Drama, Romance, School, Slice of Life",TV,24,8.4,7.163258436421779
6547,Angel Beats!,"Action, Comedy, Drama, School, Supernatural",TV,13,8.39,7.278666813817459
5081,Bakemonogatari,"Mystery, Romance, Supernatural, Vampire",TV,15,8.39,7.136767976278725
264,Hajime no Ippo: Champion Road,"Comedy, Shounen, Sports",Special,1,8.39,6.783127735773975
12859,One Piece Film: Z,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.39,6.708553016988869
853,Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",TV,26,8.39,7.005874947545111
5460,Detective Conan Movie 13: The Raven Chaser,"Action, Mystery, Police, Shounen",Movie,1,8.38,6.099038461538462
6746,Durarara!!,"Action, Mystery, Supernatural",TV,24,8.38,7.099850730355048
5690,Nodame Cantabile Finale,"Comedy, Josei, Music, Romance",TV,11,8.38,6.953094462540717
329,Planetes,"Drama, Romance, Sci-Fi, Seinen, Space",TV,26,8.38,7.357293868921776
34240,Shelter,"Music, Sci-Fi",Music,1,8.38,6.635187580853816
513,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi",Movie,1,8.38,6.7115966829011455
6945,Gintama: Shiroyasha Koutan,"Action, Comedy, Historical, Parody, Sci-Fi",Special,1,8.37,6.363981762917933
1142,Hachimitsu to Clover II,"Drama, Josei, Romance",TV,12,8.37,7.057506887052342
6811,InuYasha: Kanketsu-hen,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,26,8.37,6.598729486500794
16664,Kaguya-hime no Monogatari,"Fantasy, Historical",Movie,1,8.37,6.881970260223048
1604,Katekyo Hitman Reborn!,"Action, Comedy, Shounen, Super Power",TV,203,8.37,6.929514764801899
22145,Kuroshitsuji: Book of Circus,"Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,10,8.37,6.153498871331829
2966,Ookami to Koushinryou,"Adventure, Fantasy, Historical, Romance",TV,13,8.37,7.07808564231738
31964,Boku no Hero Academia,"Action, Comedy, School, Shounen, Super Power",TV,13,8.36,6.7756049055353
19363,Gin no Saji 2nd Season,"Comedy, School, Shounen, Slice of Life",TV,11,8.36,7.003924366749911
18195,Little Busters!: Refrain,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,13,8.36,7.057763211798443
9890,Major: Message,"Comedy, Drama, Sports",OVA,1,8.36,6.414876033057851
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",OVA,13,8.36,6.536405529953917
9863,SKET Dance,"Comedy, School, Shounen",TV,77,8.36,7.0162136385312355
7674,Bakuman.,"Comedy, Romance, Shounen",TV,25,8.35,7.0385777364629325
11843,Danshi Koukousei no Nichijou,"Comedy, School, Shounen, Slice of Life",TV,12,8.35,6.938949938949939
16782,Kotonoha no Niwa,"Drama, Psychological, Romance, Slice of Life",Movie,1,8.35,7.133584905660378
28675,Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen,"Fantasy, Slice of Life, Supernatural",Movie,1,8.35,6.791839557399723
3226,Major S4,"Comedy, Drama, Shounen, Sports",TV,26,8.35,6.7514662756598245
21557,Omoide no Marnie,"Drama, Mystery, Psychological",Movie,1,8.35,7.029567854435178
31715,Working!!!: Lord of the Takanashi,"Comedy, Romance, Slice of Life",Special,1,8.34,6.6875
43,Ghost in the Shell,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,8.34,6.78703186137507
9617,K-On! Movie,"Comedy, Music, Slice of Life",Movie,1,8.34,6.7088082901554404
31051,Kuroko no Basket: Saikou no Present Desu,"Action, School, Shounen, Sports",Special,1,8.34,6.231329690346084
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s,"Action, Comedy, Drama, Magic, Super Power",Movie,1,8.34,6.5311111111111115
1033,Sennen Joyuu,"Action, Adventure, Drama, Fantasy, Historical, Romance",Movie,1,8.34,6.973574408901252
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,"Sci-Fi, Thriller",Special,1,8.34,6.55798969072165
3091,xxxHOLiC Kei,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,13,8.34,6.720773513038383
12115,Berserk: Ougon Jidai-hen III - Kourin,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1,8.33,6.795204402515723
28223,Death Parade,"Drama, Game, Mystery, Psychological, Thriller",TV,12,8.33,7.036669213139802
121,Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,51,8.33,7.056048258229466
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,"Game, Psychological, Seinen, Thriller",TV,26,8.33,7.2101449275362315
138,Hunter x Hunter: Greed Island,"Action, Adventure, Shounen, Super Power",OVA,8,8.33,6.508191240387831
6675,Redline,"Action, Cars, Sci-Fi, Sports",Movie,1,8.33,7.199381394242208
10800,Chihayafuru,"Drama, Game, Josei, Slice of Life, Sports",TV,25,8.32,7.0832960143304975
32005,Detective Conan Movie 20: The Darkest Nightmare,"Action, Mystery, Police, Shounen",Movie,1,8.32,6.848101265822785
813,Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,291,8.32,6.772134805072804
27821,Fate/stay night: Unlimited Blade Works - Prologue,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,8.32,6.68369351669941
28725,Kokoro ga Sakebitagatterunda.,"Drama, Romance, School",Movie,1,8.32,7.1076487252124645
585,Mimi wo Sumaseba,"Adventure, Drama, Fantasy, Romance, Slice of Life",Movie,1,8.32,6.78933771723814
16067,Nagi no Asukara,"Drama, Fantasy, Romance",TV,26,8.32,7.134945541812812
30,Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",TV,26,8.32,6.973538391948434
31490,One Piece Film: Gold,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.32,7.179775280898877
759,Tokyo Godfathers,"Comedy, Drama",Movie,1,8.32,6.990031330105383
6,Trigun,"Action, Comedy, Sci-Fi",TV,26,8.32,6.980590412566579
6864,xxxHOLiC Rou,"Mystery, Supernatural",OVA,2,8.32,6.403172504957039
9735,Gintama: Shinyaku Benizakura-hen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Special,1,8.31,5.7094736842105265
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.31,6.329935125115848
11123,Sekaiichi Hatsukoi 2,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.31,6.209053007742704
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Comedy, Drama, Romance, School",TV,13,8.31,6.867240319606638
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"Comedy, Romance, School",OVA,1,8.31,6.489164086687307
962,Aria The Natural,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,26,8.3,7.009250693802035
1519,Black Lagoon: The Second Barrage,"Action, Seinen",TV,12,8.3,7.068515665125835
2167,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,23,8.3,7.211132084158188
16706,Kami nomi zo Shiru Sekai: Megami-hen,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,8.3,6.81144252572824
5681,Summer Wars,"Comedy, Sci-Fi",Movie,1,8.3,7.140904419321686
3901,Baccano! Specials,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",Special,3,8.29,6.9729369163331425
6467,Detective Conan Movie 14: The Lost Ship in the Sky,"Action, Mystery, Police, Shounen",Movie,1,8.29,6.020682523267839
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,"Game, Psychological, Seinen, Thriller",TV,26,8.29,7.152331606217617
22507,Initial D Final Stage,"Cars, Seinen, Sports",TV,4,8.29,6.394736842105263
3701,Kaiba,"Adventure, Mystery, Romance, Sci-Fi",TV,12,8.29,7.220338983050848
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1,8.29,6.172876304023845
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1,8.28,6.242513211978861
265,Hajime no Ippo: Mashiba vs. Kimura,"Comedy, Shounen, Sports",OVA,1,8.28,6.632808988764045
25681,Kamisama Hajimemashita◎,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,12,8.28,6.167230364524615
4722,Skip Beat!,"Comedy, Drama, Romance, Shoujo",TV,25,8.28,6.875811411001025
24277,Yowamushi Pedal: Grande Road,"Comedy, Drama, Shounen, Sports",TV,24,8.28,6.645345155161495
239,Gankutsuou,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,8.27,7.113207547169812
512,Majo no Takkyuubin,"Adventure, Comedy, Drama, Fantasy, Magic, Romance",Movie,1,8.27,6.60484693877551
4477,Nodame Cantabile: Paris-hen,"Comedy, Josei, Music, Romance, Slice of Life",TV,11,8.27,6.996116504854369
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1,8.27,6.303448275862069
31174,Osomatsu-san,"Comedy, Parody",TV,25,8.27,6.280871670702179
23327,Space☆Dandy 2nd Season,"Comedy, Sci-Fi, Space",TV,13,8.27,6.894290559638214
5365,Tsumiki no Ie,Drama,Movie,1,8.27,7.257252326217843
3702,Detroit Metal City,"Comedy, Music",OVA,12,8.26,7.0946002511511095
3167,Eve no Jikan,"Sci-Fi, Slice of Life",ONA,6,8.26,6.911249293386094
7465,Eve no Jikan (Movie),"Sci-Fi, Slice of Life",Movie,1,8.26,6.8254292722812755
7054,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",TV,26,8.26,6.777922162302644
