Score,Episodes,Duration_format,Genre_format,Producers_format,Studios_format,Name_format,Type_format,Source_format
5.82,12,23,18,31,31,353,0,1
7.1,25,23,18,41,25,354,0,3
6.61,6,30,18,32,41,355,3,1
8.17,26,25,18,66,93,356,0,1
7.21,26,24,18,2,69,357,0,3
6.55,50,24,18,82,202,358,0,3
7.11,1,80,18,63,112,359,2,3
7.14,13,30,18,35,36,360,3,2
7.3,128,24,18,12,70,361,0,2
7.23,38,24,18,2,25,362,0,3
5.95,6,16,18,117,45,363,1,3
7.21,1,48,18,12,2,364,2,2
7.06,25,25,18,12,2,365,0,0
7.35,1,90,18,118,112,366,2,2
5.38,11,23,18,22,9,367,0,1
6.56,1,2,18,113,20,368,5,3
7.05,11,24,18,11,7,369,0,3
6.51,12,23,18,19,13,370,0,3
7.75,13,24,18,19,90,371,0,2
6.73,6,30,18,7,18,372,3,3
6.52,35,25,18,26,38,373,0,3
6.23,2,30,18,48,482,374,3,2
6.39,12,24,18,26,68,375,0,2
6.25,3,46,18,41,32,376,3,3
6.01,4,30,18,18,32,377,3,3
5.78,2,45,18,41,32,378,3,3
6.23,3,50,18,41,32,379,3,3
6.29,1,57,18,18,32,380,3,3
6.38,1,1,18,18,32,381,3,3
5.0,2,50,18,8,38,382,3,3
7.82,3,33,18,66,4,383,3,2
7.98,1,111,18,19,71,384,2,2
6.32,52,24,18,119,90,385,0,3
7.26,92,25,18,17,112,386,0,2
6.45,39,25,18,17,112,387,0,2
6.9,13,15,18,108,62,388,1,1
5.49,1,74,18,82,112,389,3,3
7.69,12,24,18,4,13,390,0,1
7.08,50,24,18,120,112,391,0,3
5.4,10,24,18,11,50,392,0,2
6.21,1,21,18,121,93,393,2,0
7.41,12,23,18,23,482,394,0,2
7.59,17,24,18,106,103,395,0,2
6.3,12,24,18,34,72,396,0,3
6.71,1,3,18,58,17,397,4,3
6.4,1,50,18,18,32,398,3,3
5.7,3,30,18,122,73,399,3,1
6.82,1,105,18,69,270,400,2,0
6.89,23,24,18,2,202,401,0,3
6.21,1,70,18,115,74,402,3,3
7.45,1,96,18,66,35,403,2,2
5.83,2,27,18,123,15,404,3,1
6.75,1,86,18,124,482,405,2,2
7.02,1,84,18,86,17,406,2,3
6.1,12,24,18,11,46,407,0,0
7.14,1,105,18,10,1,408,2,2
6.65,13,23,18,23,7,409,0,2
7.92,24,24,18,19,431,410,0,2
7.32,50,24,18,12,4,411,0,2
7.4,22,25,18,31,112,412,0,2
6.47,1,86,18,18,32,413,2,3
6.01,5,29,18,38,25,414,3,2
7.12,12,24,18,6,202,415,3,3
5.59,1,29,18,125,32,416,3,3
5.35,12,23,18,18,51,417,0,3
7.84,12,24,18,26,42,418,0,3
7.0,12,24,18,34,10,419,0,1
7.09,1,91,18,59,164,420,2,2
6.73,13,23,18,19,6,421,0,0
4.34,12,30,18,19,41,422,0,0
6.44,1,23,18,2,31,423,4,2
7.16,1,77,18,2,31,424,2,2
6.5,12,22,18,29,25,425,0,3
6.83,12,23,18,34,72,426,0,3
6.48,1,50,18,28,482,427,3,2
5.92,1,44,18,115,270,428,3,3
6.29,10,24,18,19,26,429,0,0
8.79,1,122,18,19,6,430,2,1
8.24,25,24,18,2,202,431,0,3
7.7,26,25,18,11,2,432,3,3
6.31,2,25,18,24,75,433,3,2
6.97,5,14,18,49,13,434,1,0
6.29,1,8,18,15,17,435,3,3
7.15,14,24,18,50,76,436,0,0
7.32,1,64,18,120,112,437,2,3
5.18,1,100,18,126,77,438,2,2
6.18,4,25,18,64,32,439,3,2
5.84,12,23,18,62,12,440,0,0
7.56,4,23,18,48,44,441,3,2
8.59,1,117,18,19,6,442,2,1
7.17,26,24,18,12,277,443,0,2
5.99,13,24,18,11,8,444,0,3
5.68,1,30,18,127,78,445,3,1
6.6,1,65,18,20,202,446,2,2
6.52,13,24,18,75,27,447,0,0
8.0,12,24,18,34,79,448,0,1
8.12,25,24,18,19,7,449,0,3
7.02,12,23,18,11,2,450,0,2
7.58,22,23,18,7,202,451,0,1
7.56,26,23,18,16,2,452,0,3
7.34,12,23,18,56,93,453,1,3
7.6,13,24,18,128,41,454,0,3
8.21,13,23,18,128,41,455,0,3
6.82,12,23,18,10,12,456,0,3
8.2,12,23,18,11,7,457,0,2
7.14,49,24,18,129,112,458,0,3
6.52,1,15,18,7,71,459,2,3
6.16,12,24,18,48,4,460,0,2
6.98,38,23,18,43,112,461,0,2
7.05,12,25,18,18,18,462,0,1
6.44,3,25,18,50,396,463,3,0
6.21,2,55,18,35,80,464,3,2
6.8,12,24,18,22,15,465,0,2
6.89,3,45,18,9,90,466,3,2
7.48,1,90,18,19,32,467,2,1
5.82,28,12,18,16,304,468,0,3
6.1,2,50,18,20,371,469,3,2
7.19,12,24,18,34,198,470,0,1
6.81,4,67,18,8,32,471,3,3
6.2,1,32,18,130,71,472,3,2
7.46,49,25,18,2,25,473,0,3
7.57,22,22,18,118,7,474,0,2
7.12,48,24,18,129,112,475,0,3
6.42,51,25,18,12,13,476,0,0
8.08,14,27,18,131,81,477,0,2
7.48,1,70,18,19,51,478,2,1
7.39,1,90,18,18,2,479,2,3
7.6,24,24,18,11,304,480,0,1
7.15,12,24,18,34,482,481,0,2
5.0,50,30,18,63,4,482,0,3
5.78,3,23,18,0,82,483,4,2
5.0,23,25,18,35,8,484,0,2
6.31,1,90,18,62,41,485,2,2
7.54,1,59,18,7,202,486,2,3
7.33,1,59,18,7,202,487,2,3
5.73,50,23,18,9,16,488,0,2
7.27,1,59,18,7,202,489,2,3
7.17,5,10,18,132,112,490,1,3
6.85,73,23,18,12,214,491,0,2
6.18,6,3,18,22,15,492,4,2
6.96,1,3,18,133,17,493,4,2
7.17,59,24,18,12,90,494,0,3
7.44,13,24,18,11,27,495,0,2
5.0,1,147,18,134,112,496,2,2
6.89,1,96,18,69,270,497,2,0
7.28,25,25,18,101,202,498,0,3
7.04,1,90,18,135,270,499,2,2
7.46,13,23,18,16,41,500,0,3
5.91,1,13,18,2,202,501,2,3
7.13,1,70,18,129,112,502,2,3
6.3,1,31,18,7,7,503,3,2
6.11,1,25,18,88,214,504,4,1
6.87,3,23,18,19,13,505,4,3
7.24,1,97,18,48,482,506,2,2
7.94,12,24,18,23,5,507,0,2
7.36,1,110,18,12,90,508,2,6
5.88,1,56,18,18,93,509,3,3
7.38,1,103,18,112,200,510,2,3
6.94,1,14,18,54,93,511,3,3
8.38,22,23,18,66,93,512,0,3
7.67,1,109,18,19,4,513,2,2
5.04,1,11,18,48,83,514,3,2
6.24,2,28,18,67,37,515,3,2
7.75,1,51,18,10,93,516,2,2
5.67,38,11,18,12,81,517,0,2
6.52,1,98,18,89,4,518,2,3
7.99,24,24,18,19,7,519,0,2
7.55,12,24,18,11,8,520,0,3
6.58,6,29,18,34,15,521,3,2
6.28,12,24,18,19,13,522,0,1
6.46,12,24,18,19,13,523,0,3
7.39,12,24,18,2,482,524,0,2
7.59,1,98,18,19,84,525,2,0
7.51,13,24,18,10,51,526,0,3
8.07,25,24,18,19,13,527,0,2
6.7,1,89,18,136,85,528,2,6
6.34,51,12,18,2,202,529,0,3
8.06,26,24,18,10,44,530,0,2
5.0,1,24,18,137,32,531,3,2
6.33,1,23,18,19,13,532,4,3
6.22,1,88,18,52,482,533,3,2
7.65,24,24,18,29,27,534,0,2
7.39,13,24,18,26,2,535,0,3
5.77,1,22,18,11,86,536,3,3
7.56,24,23,18,65,18,537,0,1
7.67,1,51,18,11,93,538,2,2
7.24,27,24,18,23,44,539,0,1
7.06,12,24,18,34,26,540,0,2
8.18,24,24,18,19,11,541,0,1
6.0,6,3,18,22,15,542,4,2
7.15,12,23,18,18,10,543,0,1
8.0,25,25,18,101,41,544,0,1
6.16,12,25,18,29,46,545,0,1
7.31,13,24,18,12,47,546,0,1
8.29,1,102,18,82,482,547,2,3
7.38,1,115,18,28,112,548,2,2
5.97,22,23,18,43,41,549,0,3
7.57,12,24,18,18,93,550,0,0
6.58,12,24,18,34,15,551,0,2
7.6,1,61,18,19,6,552,2,1
7.0,1,110,18,12,202,553,2,2
8.36,12,50,18,19,5,554,0,1
8.39,39,25,18,101,4,555,0,2
7.48,12,24,18,19,7,556,0,3
7.37,4,28,18,65,18,557,3,1
7.35,26,23,18,12,31,558,0,2
6.64,2,75,18,26,202,559,3,2
5.82,1,23,18,138,112,560,3,2
6.24,1,6,18,139,211,561,5,3
7.04,9,16,18,140,112,562,1,0
7.22,12,24,18,10,87,563,0,2
6.72,7,3,18,11,362,564,4,1
6.78,12,24,18,22,15,565,0,2
7.53,12,24,18,12,87,566,0,3
7.14,13,24,18,11,87,567,0,2
8.06,24,24,18,18,18,568,0,2
7.97,4,24,18,49,7,569,4,3
6.21,39,24,18,75,90,570,0,3
7.6,3,90,18,2,202,571,3,2
6.25,1,24,18,12,41,572,4,2
6.72,13,24,18,58,88,573,0,2
6.06,4,24,18,22,15,574,3,2
6.97,12,23,18,19,31,575,0,3
7.36,24,23,18,12,46,576,0,2
6.59,49,24,18,129,112,577,0,3
6.34,12,24,18,31,32,578,0,1
7.13,1,71,18,141,112,579,2,3
7.12,1,52,18,142,89,580,3,2
8.48,25,24,18,66,34,581,0,2
6.89,13,24,18,29,90,582,0,0
7.5,13,23,18,11,93,583,0,3
7.17,12,24,18,19,202,584,0,3
6.88,13,23,18,19,13,585,0,3
7.76,1,112,18,12,4,586,2,2
7.7,1,73,18,10,51,587,2,3
7.41,1,100,18,10,27,588,2,1
6.37,12,23,18,143,482,589,0,2
7.02,44,23,18,12,270,590,0,0
6.31,52,22,18,12,91,591,0,2
7.07,2,24,18,19,6,592,4,1
6.89,12,24,18,11,15,593,0,1
7.76,1,76,18,142,71,594,2,2
6.22,1,18,18,19,13,595,4,3
9.1,148,23,18,48,482,596,0,2
7.25,11,22,18,35,25,597,0,3
6.64,2,24,18,32,2,598,3,2
7.58,11,23,18,19,7,599,0,1
6.96,13,24,18,19,47,600,0,3
6.8,12,24,18,58,90,601,0,2
7.31,1,24,18,19,13,602,4,2
5.08,2,45,18,144,74,603,3,1
8.34,13,28,18,19,6,604,0,1
6.85,8,23,18,19,72,605,0,2
8.0,24,23,18,29,27,606,0,2
7.14,1,110,18,62,92,607,2,0
7.11,2,46,18,19,27,608,3,2
6.34,73,24,18,12,214,609,0,2
7.2,25,25,18,101,202,610,0,3
7.47,1,71,18,129,112,611,2,3
5.87,25,24,18,53,202,612,0,2
6.41,12,25,18,32,76,613,0,2
7.64,1,88,18,19,13,614,2,2
7.59,25,24,18,19,13,615,0,2
8.59,12,24,18,19,6,616,0,1
7.5,1,90,18,34,18,617,2,3
7.03,13,23,18,19,41,618,0,3
6.08,26,24,18,43,112,619,0,3
7.11,24,24,18,12,41,620,0,1
6.56,2,43,18,65,83,621,3,0
8.36,6,71,18,2,202,622,3,2
7.54,26,23,18,11,50,623,0,2
7.37,1,64,18,19,51,624,2,1
7.27,1,31,18,145,26,625,3,2
6.49,25,46,18,69,36,626,0,2
7.1,10,1,18,19,13,627,4,2
5.86,1,30,18,146,32,628,3,5
7.2,1,110,18,19,93,629,2,3
7.16,1,14,18,48,4,630,2,2
6.41,1,84,18,147,93,631,2,2
6.41,1,84,18,147,93,632,2,2
7.39,1,48,18,11,7,633,2,3
7.49,1,48,18,11,7,634,2,3
6.53,1,103,18,38,93,635,2,2
7.6,1,48,18,11,7,636,2,3
7.56,1,48,18,11,7,637,2,3
7.64,1,48,18,11,7,638,2,3
7.1,13,24,18,11,202,639,0,1
7.52,22,24,18,19,93,640,0,3
6.49,49,24,18,11,202,641,0,3
7.04,13,24,18,12,11,642,0,2
5.25,3,22,18,7,4,643,0,2
6.49,1,13,18,50,27,644,4,2
6.29,1,87,18,35,355,645,2,3
7.09,21,24,18,62,17,646,0,3
6.36,2,21,18,22,15,647,3,2
7.37,1,48,18,11,7,648,2,3
6.56,12,23,18,19,93,649,0,2
7.25,25,23,18,19,13,650,0,1
7.32,24,24,18,22,202,651,0,1
5.81,12,23,18,18,15,652,0,2
6.7,24,24,18,7,7,653,0,2
7.18,3,26,18,7,83,654,3,3
6.95,13,24,18,29,18,655,0,2
6.7,12,23,18,48,27,656,0,1
7.55,13,24,18,11,202,657,0,1
6.73,1,12,18,148,10,658,3,3
7.81,1,47,18,10,93,659,2,2
7.25,26,23,18,2,93,660,0,0
6.11,6,24,18,29,17,661,0,3
8.02,1,90,18,149,279,662,2,7
6.42,1,23,18,150,156,663,3,2
6.51,7,30,18,133,32,664,3,1
5.04,1,30,18,29,94,665,3,3
8.11,13,24,18,61,90,666,3,2
7.48,1,34,18,18,18,667,3,2
6.67,1,150,18,19,7,668,2,3
7.18,1,24,18,12,45,669,3,1
6.28,97,23,18,66,112,670,0,2
5.62,12,30,18,151,27,671,0,3
6.28,12,24,18,18,18,672,0,1
7.61,24,23,18,34,18,673,0,1
7.23,25,25,18,19,7,674,0,3
7.26,12,25,18,12,45,675,0,1
7.67,1,95,18,10,27,676,2,1
7.41,1,51,18,7,202,677,2,3
6.84,39,24,18,12,90,678,0,3
7.29,25,25,18,101,202,679,0,3
7.13,1,81,18,48,112,680,2,2
6.91,12,24,18,58,9,681,0,2
7.87,1,49,18,10,93,682,2,2
5.0,1,24,18,137,32,683,3,2
7.09,13,23,18,19,47,684,0,3
6.89,13,24,18,43,90,685,0,2
5.0,20,30,18,43,112,686,0,3
6.32,12,24,18,34,15,687,0,2
7.61,1,97,18,10,32,688,2,3
7.61,1,93,18,18,93,689,2,0
8.37,26,25,18,11,32,690,3,3
6.36,13,22,18,147,93,691,3,3
8.04,38,25,18,101,4,692,0,2
7.84,1,47,18,10,93,693,2,2
7.45,1,68,18,19,51,694,2,1
