Score,Episodes,Duration_format,Genre_format,Producers_format,Studios_format,Name_format,Type_format,Source_format
6.76,51,24,3,21,206,63,0,0
7.72,49,24,1,23,206,64,0,0
7.76,3,30,1,0,206,65,2,0
7.32,39,24,3,21,206,66,0,0
7.79,50,24,1,21,206,67,0,0
7.22,50,24,1,21,206,68,0,0
7.7,50,24,1,21,206,69,0,0
7.56,49,24,0,21,206,70,0,0
7.82,26,24,1,13,4,71,0,0
7.46,26,23,0,0,206,72,0,0
7.31,26,24,0,12,206,73,0,0
7.2,13,23,0,17,73,74,0,1
7.32,12,24,3,10,79,75,0,2
7.48,26,25,0,24,103,76,0,1
7.39,74,24,0,25,127,77,0,1
7.23,24,21,0,0,3,78,0,1
7.23,13,24,0,6,5,79,0,1
7.29,3,30,0,6,5,80,2,1
6.81,24,23,0,23,4,81,0,0
6.83,52,25,0,26,14,82,0,0
4.95,8,14,0,27,15,83,0,0
7.38,26,23,1,20,8,84,0,0
7.93,26,12,0,13,15,85,0,1
6.83,13,25,0,28,63,86,0,0
6.97,26,23,0,2,63,87,0,0
7.32,7,34,0,28,63,88,2,0
6.85,4,30,0,28,63,89,2,0
6.56,13,14,0,29,16,90,0,2
7.69,26,24,0,2,5,91,0,1
8.17,51,24,0,6,0,92,0,1
7.96,52,24,0,7,5,93,0,1
7.64,52,23,0,2,3,94,0,1
6.49,13,24,0,12,367,95,0,0
6.91,13,24,0,12,9,96,0,0
6.96,24,25,0,30,4,97,0,28
7.59,50,23,0,2,3,98,0,1
7.61,49,24,0,11,5,99,0,1
6.21,12,24,0,8,17,100,0,2
7.42,13,24,1,3,182,101,0,1
8.11,75,23,0,2,3,102,0,1
8.42,62,23,1,3,14,103,0,1
6.14,12,23,4,23,9,104,0,1
6.87,12,24,3,11,18,105,0,1
7.11,13,24,3,10,295,106,0,2
7.61,26,24,0,2,1,107,0,1
6.76,12,24,0,10,19,108,0,0
7.24,14,23,3,12,90,109,0,2
6.86,12,24,1,0,1,110,0,1
7.66,50,24,1,6,15,111,0,0
7.12,3,46,0,31,295,112,2,1
7.28,24,23,1,23,4,113,0,0
8.06,45,25,1,32,3,114,0,5
7.78,64,23,0,2,8,115,0,1
6.59,1,97,1,10,182,116,1,1
7.43,24,24,1,0,182,117,0,1
6.98,26,23,0,20,8,118,0,1
7.34,13,24,3,13,5,119,0,4
6.34,24,23,2,9,1,120,0,1
7.66,13,25,3,33,63,121,0,0
7.33,24,24,0,23,4,122,0,1
6.94,26,24,0,34,182,123,0,1
6.48,26,20,0,35,3,124,0,28
8.72,1,135,1,36,124,125,1,0
7.42,26,23,1,3,0,126,0,0
7.48,26,26,4,37,4,127,0,6
7.41,24,23,0,17,0,128,0,4
7.38,26,24,1,38,206,129,0,0
6.91,12,24,1,10,1,130,0,2
8.53,101,23,0,23,295,131,0,1
7.23,25,24,0,39,5,132,0,1
6.93,24,23,0,23,182,133,0,1
6.63,26,25,1,13,3,134,0,1
6.19,4,28,5,40,12,135,2,2
7.55,26,25,1,11,147,136,0,1
7.18,26,24,0,4,20,137,0,1
7.21,13,22,1,18,4,138,0,0
7.42,13,22,1,18,4,139,0,0
7.7,26,24,2,2,206,140,0,0
7.39,39,24,6,41,123,141,0,1
6.37,12,23,1,42,295,142,0,28
8.29,26,25,1,3,127,143,0,1
8.12,13,23,1,3,21,144,0,1
7.89,1,105,1,43,5,145,1,1
7.14,24,23,0,2,8,146,0,1
7.25,3,30,0,20,8,147,2,1
7.34,1,46,0,38,8,148,3,1
6.8,24,24,0,19,1,149,0,4
7.55,5,30,4,0,22,150,2,0
7.17,12,23,0,0,10,151,0,0
6.88,12,25,0,12,10,152,0,0
6.55,24,15,0,27,182,153,0,1
7.35,24,23,1,23,4,154,0,0
8.83,1,125,3,44,124,155,1,0
7.21,6,29,0,25,15,156,2,1
7.82,26,23,1,0,0,157,0,0
6.75,5,30,2,45,23,158,2,2
8.5,26,24,0,3,24,159,0,0
7.16,27,24,1,17,63,160,0,5
7.4,13,25,1,9,182,161,2,5
7.67,3,33,1,6,5,162,2,4
7.55,26,25,0,6,1,163,0,4
7.76,161,24,0,3,5,164,0,1
6.86,1,84,0,46,25,165,1,0
5.94,1,48,0,47,0,166,1,2
7.52,26,23,0,20,8,167,0,0
6.77,1,79,0,2,8,168,1,0
6.65,2,30,0,45,23,169,2,0
6.68,13,25,0,48,23,170,0,0
8.0,153,24,0,3,295,171,0,1
6.48,64,23,0,3,295,172,0,1
7.56,13,25,1,49,23,173,0,1
8.03,6,25,0,20,15,174,2,0
7.65,26,25,7,6,5,175,0,0
6.92,12,24,0,42,26,176,0,1
7.02,27,24,0,5,295,177,0,1
6.18,26,12,0,20,27,178,0,1
8.16,70,25,0,11,182,179,0,1
6.69,26,24,5,2,190,180,0,1
6.64,26,23,0,21,3,181,0,1
8.09,50,24,3,6,0,182,0,0
7.36,42,23,1,3,3,183,0,1
8.17,24,24,3,30,4,184,0,5
7.66,12,25,0,12,28,185,0,1
6.45,11,23,0,12,29,186,0,1
7.42,13,23,0,5,182,187,0,1
7.02,13,22,0,6,5,188,0,1
8.7,43,25,0,6,3,189,0,1
7.27,51,24,0,11,5,190,0,1
6.68,12,23,0,25,182,191,0,1
7.85,167,24,0,50,206,192,0,1
7.55,150,23,0,3,295,193,0,1
7.7,78,25,0,26,5,194,0,4
7.07,26,24,3,1,147,195,0,0
7.84,26,23,0,0,30,196,0,1
7.83,6,26,0,0,30,197,2,1
7.65,7,26,0,0,30,198,2,1
6.45,13,24,8,49,1,199,0,1
6.23,4,30,3,51,182,200,2,1
6.67,13,23,0,52,31,201,0,1
6.84,13,24,0,4,31,202,0,1
6.83,3,30,0,52,31,203,2,1
8.75,75,23,0,5,182,204,0,1
6.8,12,23,3,53,1,205,0,28
7.87,26,25,1,54,182,206,0,28
8.03,6,29,0,25,25,207,2,1
7.8,366,24,0,6,3,208,0,1
7.5,13,23,1,3,4,209,0,1
6.7,26,25,4,30,4,210,0,0
7.31,26,24,1,1,147,211,0,0
6.75,12,24,3,28,1,212,0,1
7.22,24,23,1,55,4,213,0,0
5.91,9,15,0,27,15,214,0,0
7.18,12,24,0,9,19,215,0,1
7.17,14,24,0,28,19,216,0,1
6.75,51,20,0,2,51,217,0,28
7.15,13,24,2,44,103,218,0,5
6.83,51,23,0,2,127,219,0,1
5.74,3,27,0,12,32,220,2,2
7.3,50,23,1,6,103,221,0,1
7.03,12,25,1,23,51,222,0,1
7.05,25,22,4,56,103,223,0,1
7.44,24,25,1,57,51,224,0,1
6.73,51,23,0,53,182,225,0,1
6.59,13,24,0,52,6,226,0,2
7.69,13,26,1,0,206,227,0,4
6.85,26,24,3,43,2,228,0,1
6.73,16,4,0,34,182,229,0,0
5.93,13,24,0,19,99,230,0,0
6.3,13,24,3,19,99,231,0,0
6.73,38,25,0,0,182,232,0,1
6.72,12,25,0,17,51,233,0,1
6.6,12,23,0,0,147,234,0,1
6.61,4,33,4,0,147,235,2,0
6.77,4,30,1,0,295,236,2,1
6.92,48,7,0,0,6,237,0,3
7.57,1,106,0,0,63,238,1,0
5.39,4,18,0,58,3,239,2,1
7.26,13,24,0,18,182,240,0,0
6.94,26,25,3,0,33,241,0,0
6.16,13,24,0,12,99,242,0,0
7.02,26,24,3,14,182,243,0,1
6.87,13,24,3,0,200,244,2,1
6.73,10,23,0,47,20,245,0,0
6.02,3,30,0,52,16,246,2,1
6.56,2,26,1,45,23,247,2,0
6.0,12,23,0,30,90,248,0,0
7.83,12,24,0,6,182,249,0,1
7.68,13,24,3,54,182,250,0,0
7.69,47,25,0,54,206,251,0,0
7.0,25,24,3,2,123,252,0,1
7.27,4,22,7,9,182,253,0,1
6.02,10,24,3,28,6,254,0,0
8.31,26,25,3,0,206,255,0,1
7.28,13,24,0,12,3,256,0,1
7.61,45,23,0,18,14,257,0,1
7.19,38,23,0,2,14,258,0,1
7.49,76,24,0,59,295,259,0,1
7.29,26,24,0,2,5,260,0,1
6.46,13,24,2,60,147,261,0,2
6.24,24,11,0,20,34,262,0,1
8.33,40,24,3,36,56,263,0,1
8.03,13,23,3,2,35,264,0,0
7.59,26,23,1,2,123,265,0,1
7.25,25,23,3,6,1,266,0,1
7.0,13,24,3,47,1,267,0,4
7.37,20,25,3,26,51,268,0,1
7.67,12,25,3,8,3,269,0,1
6.66,22,24,1,6,147,270,0,28
6.45,13,13,0,49,8,271,0,0
7.21,51,24,0,59,295,272,0,0
7.34,49,24,0,59,295,273,0,0
7.34,50,24,0,59,295,274,0,0
7.59,51,24,0,59,295,275,0,0
5.63,12,14,0,27,17,276,0,0
7.51,24,24,1,61,1,277,0,4
7.34,24,24,1,19,5,278,0,2
6.59,4,25,0,61,73,279,2,4
6.99,6,27,3,42,295,280,2,4
6.3,2,30,1,6,36,281,2,1
6.24,12,23,3,4,51,282,0,28
7.47,37,25,9,6,103,283,0,1
5.94,7,30,0,0,90,284,2,0
7.05,3,24,0,7,127,285,2,1
6.65,6,30,10,62,107,286,2,2
7.17,12,24,3,5,182,287,0,4
6.55,13,25,0,63,214,288,0,0
7.64,1,81,0,0,182,289,1,1
8.22,1,82,0,0,182,290,1,1
6.7,6,28,0,10,78,291,2,1
6.53,12,23,0,10,20,292,0,0
7.19,1,25,3,5,23,293,3,1
6.73,6,25,0,0,20,294,2,0
6.64,1,62,0,0,37,295,1,0
7.5,26,24,0,1,1,296,0,1
7.16,3,28,0,0,3,297,2,1
6.37,4,28,0,64,27,298,2,1
7.03,24,13,0,0,182,299,0,28
7.05,13,22,1,3,4,300,0,1
6.65,26,23,3,65,51,301,0,1
7.27,41,24,0,59,20,302,0,1
7.99,13,24,3,3,99,303,0,6
7.83,52,23,6,2,123,304,0,1
7.42,6,30,1,61,171,305,2,0
7.22,26,23,3,20,123,306,0,1
6.82,4,30,2,66,37,307,2,28
8.45,112,24,0,3,3,308,0,1
7.08,1,97,3,22,206,309,1,0
7.16,12,23,0,10,1,310,0,1
7.08,13,23,1,3,4,311,0,1
7.72,13,25,1,0,206,312,0,4
7.84,10,25,1,0,206,313,0,4
7.7,2,37,1,0,206,314,2,4
7.26,1,2,1,0,206,315,3,4
7.87,24,25,0,21,206,316,0,1
8.0,2,42,3,67,5,317,2,1
6.62,12,14,0,27,10,318,0,1
6.75,6,26,0,25,63,319,2,1
6.91,1,48,7,6,15,320,1,0
7.76,45,25,0,11,3,321,0,1
7.33,1,25,1,68,182,322,3,28
7.28,26,24,1,69,38,323,0,0
6.56,12,24,0,9,19,324,0,1
2.23,1,19,4,70,39,325,2,2
7.19,1,104,0,71,124,326,1,3
7.98,1,93,0,36,124,327,1,1
6.47,26,24,1,66,136,328,0,28
6.92,26,24,0,20,5,329,0,1
6.68,1,90,4,9,40,330,1,1
6.66,13,23,0,0,90,331,0,0
6.73,2,30,0,0,90,332,2,0
6.85,6,26,0,0,90,333,2,0
7.18,24,25,0,72,206,334,0,4
6.44,2,26,0,10,14,335,2,1
6.12,4,30,0,68,182,336,2,28
7.94,51,23,0,2,15,337,0,0
7.52,1,24,0,73,4,338,2,0
7.88,1,50,0,39,4,339,2,0
7.57,1,105,0,6,0,340,1,1
8.67,1,119,3,71,124,341,1,5
7.07,6,27,1,0,181,342,2,0
5.55,1,42,1,74,63,343,2,0
7.46,20,24,0,75,56,344,0,1
8.48,1,80,3,76,182,345,1,5
6.54,3,30,1,52,41,346,2,2
6.14,2,45,3,10,78,347,2,1
8.2,39,23,0,2,1,348,0,0
7.6,1,90,3,77,1,349,1,0
7.1,1,82,0,6,3,350,1,1
7.32,1,21,0,12,10,351,2,0
6.73,25,23,1,78,214,352,0,0
7.66,1,99,0,79,206,353,1,1
7.8,1,98,0,79,206,354,1,1
6.16,1,26,0,80,147,355,2,0
6.94,26,25,0,81,1,356,0,0
8.69,26,25,2,41,42,357,0,1
6.24,3,27,0,4,6,358,2,1
7.17,1,55,0,25,295,359,1,1
6.99,1,55,0,82,295,360,1,1
7.59,1,95,0,82,295,361,1,1
7.7,1,91,0,3,295,362,1,1
7.28,1,94,0,25,295,363,1,1
8.45,26,25,1,0,15,364,0,1
7.82,1,99,4,0,15,365,1,1
7.17,24,23,0,17,1,366,0,1
6.6,13,25,3,52,6,367,0,2
6.66,12,23,1,12,367,368,0,0
7.72,4,39,3,72,35,369,2,0
7.34,12,24,3,6,43,370,0,4
7.69,13,24,2,2,73,371,0,1
7.11,26,24,1,30,22,372,0,0
7.76,51,23,0,83,5,373,0,1
7.47,224,23,5,7,127,374,0,1
7.16,180,23,0,2,127,375,0,1
7.35,24,23,1,30,0,376,0,0
7.29,26,5,0,84,214,377,0,3
8.34,13,24,1,8,2,378,0,4
6.68,13,23,0,12,29,379,0,1
7.66,12,24,0,10,10,380,0,3
7.4,12,26,0,6,44,381,0,0
7.45,26,24,0,20,19,382,0,1
6.86,1,90,1,28,63,383,1,0
7.08,1,92,1,28,63,384,1,0
6.71,26,25,0,10,8,385,0,1
6.63,1,132,3,17,182,386,1,5
6.13,3,45,1,85,63,387,2,0
6.17,1,79,5,86,182,388,2,5
7.27,51,24,0,2,73,389,0,0
7.34,23,24,3,4,45,390,0,1
6.96,2,26,0,6,184,391,2,1
6.97,296,25,0,2,103,392,0,1
6.81,13,25,0,28,18,393,0,0
5.89,13,24,0,87,23,394,0,2
6.19,13,25,0,88,29,395,0,28
8.31,1,125,2,71,124,396,1,0
6.85,3,36,3,6,10,397,2,0
7.7,358,23,0,2,206,398,0,1
7.75,2,25,0,4,123,399,2,1
7.34,26,23,0,20,1,400,0,1
7.04,52,24,0,89,37,401,0,1
7.54,1,109,3,0,182,402,1,1
8.31,1,86,0,90,124,403,1,0
7.04,1,25,0,12,10,404,2,0
6.98,26,23,3,5,15,405,0,0
7.17,6,30,3,1,15,406,2,1
7.34,276,24,0,2,6,407,0,28
7.63,1,85,0,2,6,408,1,28
7.18,13,24,3,54,4,409,0,1
7.68,46,24,11,23,295,410,0,1
7.85,38,24,3,23,295,411,0,1
7.76,26,22,0,2,34,412,0,4
8.04,26,24,0,2,34,413,0,4
7.3,1,66,0,17,1,414,1,4
5.27,2,28,1,91,5,415,2,28
6.87,26,23,0,28,63,416,0,0
7.66,6,29,0,28,63,417,2,0
7.66,6,33,0,28,63,418,2,0
7.32,6,30,0,5,63,419,2,0
7.89,1,102,1,10,182,420,1,4
6.78,1,103,1,48,35,421,1,1
6.0,13,12,3,66,99,422,0,2
7.21,27,24,0,7,295,423,0,1
7.79,54,24,0,3,295,424,0,6
7.07,13,23,0,10,1,425,0,1
6.79,24,15,0,8,6,426,0,0
6.3,12,15,0,8,6,427,0,0
6.11,3,15,3,8,6,428,2,0
6.7,4,15,0,8,6,429,2,0
8.25,26,25,0,26,31,430,0,1
6.35,1,15,3,92,0,431,2,0
7.4,1,51,1,20,15,432,3,0
6.88,25,24,4,9,182,433,0,28
6.44,3,31,4,8,99,434,2,28
6.68,12,23,0,10,182,435,0,1
6.56,2,30,0,1,1,436,2,0
7.35,1,126,1,93,206,437,1,0
7.11,4,33,0,0,182,438,2,1
7.53,26,24,1,0,206,439,0,0
7.1,26,24,4,1,63,440,0,0
7.87,26,23,0,5,171,441,0,4
6.07,6,29,1,28,63,442,2,0
7.35,25,25,0,2,46,443,0,0
5.74,6,24,2,0,206,444,4,5
6.38,13,24,0,12,190,445,0,1
6.21,13,24,2,94,29,446,0,1
6.84,10,4,0,95,3,447,0,6
6.25,2,33,0,0,90,448,2,0
7.71,48,8,0,0,214,449,0,1
7.62,24,25,3,12,22,450,0,0
8.23,1,111,3,71,124,451,1,1
7.45,11,23,2,18,295,452,0,6
7.52,6,24,0,8,51,453,0,4
5.96,2,28,0,96,18,454,2,1
8.04,21,23,1,23,295,455,0,1
6.62,12,24,0,6,51,456,0,4
6.93,26,23,2,54,103,457,0,28
7.48,26,23,3,2,206,458,0,0
6.84,1,22,3,17,182,459,2,1
7.0,1,6,0,10,182,460,3,1
7.33,1,32,0,20,1,461,2,1
6.52,7,29,0,10,47,462,2,0
7.0,49,24,0,97,295,463,0,0
7.12,26,24,0,0,3,464,0,0
6.71,26,23,0,2,3,465,0,0
7.12,13,24,0,0,182,466,0,0
6.45,1,85,4,17,15,467,1,2
7.1,2,30,3,54,90,468,2,1
6.29,12,24,0,0,19,469,0,2
6.53,13,25,0,49,8,470,0,4
6.34,13,24,11,30,1,471,0,0
6.62,5,24,0,28,79,472,2,0
6.72,35,24,3,2,127,473,0,1
7.61,1,94,2,10,182,474,1,0
6.7,13,24,5,98,182,475,0,0
7.06,13,24,3,2,103,476,0,1
6.94,12,25,0,0,63,477,0,2
6.72,25,24,0,2,2,478,0,1
6.04,12,14,0,34,5,479,0,1
8.27,26,25,0,26,31,480,0,1
7.07,6,28,0,0,20,481,2,0
7.13,13,24,3,47,2,482,0,1
6.67,13,25,0,0,182,483,0,0
6.87,13,25,0,13,182,484,0,0
6.63,16,8,0,9,1,485,0,1
7.98,1,77,6,18,3,486,3,1
6.8,12,23,0,47,10,487,0,1
7.27,3,29,0,11,6,488,2,1
7.18,9,24,0,0,182,489,0,0
7.31,26,24,0,0,182,490,0,0
7.22,13,24,0,12,182,491,0,28
7.33,2,24,0,8,79,492,3,2
7.94,26,23,9,5,182,493,0,1
7.03,1,6,0,17,1,494,3,3
7.18,7,30,3,25,25,495,2,1
7.35,6,35,3,25,25,496,2,1
6.67,12,24,0,12,31,497,0,1
5.81,13,25,0,29,48,498,0,1
6.12,3,25,0,12,28,499,2,6
6.83,12,24,3,99,29,500,0,2
5.16,1,24,0,30,29,501,2,2
6.56,12,22,0,12,190,502,0,0
6.44,13,24,3,60,6,503,0,2
6.99,52,24,0,11,3,504,0,1
6.72,12,23,3,0,73,505,0,0
6.95,1,24,3,0,73,506,3,0
7.15,26,25,1,4,63,507,0,1
7.48,124,25,0,100,182,508,0,1
6.19,12,24,0,47,63,509,0,0
6.78,24,24,0,101,16,510,0,2
7.44,26,23,0,2,63,511,0,0
6.52,13,24,0,102,99,512,0,2
6.44,4,7,0,52,6,513,3,2
7.57,26,24,4,103,367,514,0,5
7.34,9,13,0,9,19,515,0,1
7.26,1,91,3,66,295,516,1,2
6.45,3,30,0,9,1,517,2,1
6.46,16,7,0,9,1,518,0,1
7.14,2,54,3,104,63,519,2,4
8.15,38,16,0,105,73,520,0,0
8.12,1,67,3,106,295,521,14,14
7.08,1,80,1,10,20,522,1,4
5.89,1,30,3,107,1,523,2,1
7.28,102,24,0,2,49,524,0,1
7.69,43,24,11,23,295,525,0,1
6.75,1,30,0,108,33,526,2,1
6.54,20,25,0,109,63,527,0,7
6.03,2,30,0,110,18,528,2,4
6.76,2,30,3,66,29,529,2,1
6.92,12,12,0,0,5,530,0,1
4.96,1,27,3,111,1,531,2,1
7.03,36,25,3,26,103,532,0,8
7.04,1,2,1,30,0,533,1,0
8.29,1,92,0,18,182,534,1,0
5.02,3,14,0,27,15,535,3,0
6.05,1,24,0,17,51,536,2,2
6.09,1,46,0,112,63,537,2,0
6.37,4,27,0,112,63,538,2,0
7.37,1,23,3,113,50,539,2,0
6.69,13,24,3,47,147,540,0,2
6.19,4,30,0,0,3,541,2,0
6.61,12,25,0,49,1,542,0,1
8.4,10,50,1,47,182,543,2,1
7.87,1,94,0,83,103,544,1,1
6.66,25,25,3,38,206,545,0,0
6.47,13,23,0,11,51,546,0,1
7.14,2,48,0,16,47,547,2,6
4.39,2,30,0,49,1,548,2,1
6.93,6,25,3,8,51,549,0,4
7.92,23,25,4,47,24,550,0,0
6.14,1,2,1,71,206,551,1,1
7.96,1,1,0,10,15,552,1,1
7.79,39,25,3,26,162,553,0,1
6.69,3,14,0,27,10,554,2,1
7.42,12,23,3,12,1,555,0,0
6.48,13,24,0,1,5,556,0,1
6.85,13,23,0,17,35,557,0,0
8.54,26,25,1,0,15,558,0,1
6.54,3,28,0,10,8,559,2,1
6.44,24,14,0,10,51,560,0,1
6.83,13,26,3,0,22,561,0,0
8.16,291,24,0,3,295,562,0,1
7.49,1,30,0,7,258,563,1,1
7.36,1,65,1,25,15,564,1,1
5.58,6,26,0,49,99,565,2,0
6.21,12,24,0,100,19,566,2,1
6.32,1,49,11,83,51,567,2,1
9.07,110,26,3,100,214,568,2,5
7.57,1,52,1,3,21,569,2,1
7.33,2,27,1,3,21,570,2,1
5.84,2,29,10,114,333,571,2,0
6.68,2,30,10,45,52,572,2,2
7.08,24,24,0,9,1,573,0,0
5.78,24,25,4,87,184,574,0,0
6.4,13,23,0,115,4,575,0,0
6.98,1,33,0,2,3,576,3,1
6.43,26,23,0,20,16,577,0,4
6.07,13,24,3,84,53,578,0,1
6.59,12,24,0,12,54,579,0,1
6.05,16,6,0,9,35,580,0,1
7.16,10,30,0,44,21,581,2,1
7.32,51,24,2,6,182,582,0,0
8.03,26,24,0,21,123,583,0,1
6.21,1,23,4,23,9,584,2,1
7.88,14,23,0,12,79,585,0,4
6.55,13,26,0,47,190,586,0,2
8.2,26,23,0,5,0,587,0,1
6.13,12,25,0,47,88,588,0,2
7.31,26,25,3,12,182,589,0,6
7.67,26,23,1,12,6,590,0,2
7.53,25,24,0,11,295,591,0,1
6.95,48,23,0,3,295,592,0,0
6.76,12,24,0,116,6,593,0,28
8.01,24,24,0,11,15,594,0,1
6.58,12,24,0,49,23,595,0,1
6.7,48,24,4,21,206,596,0,0
7.21,1,33,0,20,73,597,1,4
7.33,1,1,0,17,1,598,1,4
7.34,1,59,0,2,1,599,1,4
7.33,1,1,0,0,1,600,1,4
6.87,2,27,0,17,15,601,2,1
7.09,40,9,0,54,40,602,0,0
6.91,26,24,3,2,147,603,0,0
7.62,51,25,0,3,295,604,0,0
7.79,1,104,0,117,40,605,1,1
7.07,29,24,1,51,20,606,0,28
8.46,47,23,0,25,182,607,0,1
7.35,26,23,1,2,206,608,0,0
7.46,26,24,3,0,5,609,0,0
7.58,22,24,0,11,63,610,0,1
7.21,1,94,0,10,3,611,1,1
6.88,1,85,1,83,55,612,1,1
7.69,1,71,3,71,5,613,2,0
6.4,12,24,1,0,8,614,0,1
8.05,12,24,1,47,182,615,0,1
7.82,49,25,4,1,206,616,0,0
7.55,1,55,0,98,295,617,1,1
7.02,12,24,0,23,5,618,0,1
7.35,3,7,0,6,0,619,2,1
6.38,13,23,4,0,22,620,0,0
6.34,13,24,0,49,23,621,0,0
7.04,55,24,5,3,3,622,0,1
7.56,26,24,0,9,31,623,0,1
7.23,26,24,3,7,5,624,0,1
6.58,13,24,0,48,51,625,0,1
7.08,1,46,1,16,63,626,2,1
8.96,201,24,0,6,206,627,0,1
6.65,13,24,3,54,6,628,0,1
6.44,1,27,0,28,79,629,3,0
6.65,2,24,0,47,171,630,2,0
6.63,52,24,4,118,4,631,0,6
7.05,49,24,1,0,206,632,0,5
6.98,39,25,3,6,206,633,0,0
6.06,1,11,0,49,10,634,2,1
7.95,26,24,7,21,5,635,0,2
7.27,24,24,1,37,4,636,0,6
6.88,1,97,0,92,3,637,1,1
6.6,1,66,1,0,47,638,2,1
7.27,26,23,0,20,12,639,0,4
6.98,12,24,0,12,56,640,0,0
6.77,13,24,0,47,73,641,0,4
6.43,12,24,3,8,182,642,0,1
7.89,6,30,0,54,47,643,2,0
7.64,142,24,0,3,14,644,0,1
7.26,11,22,1,18,0,645,0,1
6.68,44,24,4,58,295,646,0,0
7.94,39,25,0,26,182,647,0,4
7.17,25,24,1,0,22,648,0,0
7.36,26,24,3,119,14,649,0,5
7.33,26,20,3,119,14,650,0,5
7.1,35,25,0,6,56,651,0,28
8.2,26,24,2,2,73,652,0,1
5.54,8,13,0,27,15,653,0,0
7.99,109,25,1,3,295,654,0,1
7.6,26,25,1,26,147,655,0,1
7.37,47,23,1,2,234,656,0,1
7.0,50,24,1,18,162,657,0,1
6.7,2,30,7,107,57,658,2,2
6.58,24,24,4,21,4,659,0,0
7.35,2,29,4,6,33,660,2,1
7.16,2,32,4,67,33,661,2,1
6.55,1,90,1,120,184,662,1,28
5.84,3,29,0,12,18,663,2,0
5.76,1,5,0,12,18,664,2,0
7.15,13,25,0,91,295,665,0,4
7.1,13,25,0,28,63,666,0,0
7.95,13,23,0,25,36,667,2,1
7.92,34,24,0,23,295,668,0,1
7.03,26,23,0,10,15,669,0,1
7.71,42,25,1,72,295,670,0,1
6.66,1,23,3,12,367,671,3,0
7.67,6,30,0,0,47,672,2,0
6.61,26,22,2,2,5,673,0,28
7.75,6,30,0,8,5,674,2,1
7.63,2,30,0,8,5,675,2,1
6.46,2,8,0,0,214,676,3,1
7.23,24,25,7,11,15,677,0,0
7.02,2,24,0,9,1,678,3,0
7.69,1,30,0,17,79,679,3,1
7.09,2,30,3,10,182,680,2,1
7.17,24,25,0,9,1,681,0,4
6.82,23,24,0,9,1,682,0,4
6.57,13,24,1,6,182,683,0,4
6.91,3,30,1,6,182,684,2,4
7.4,44,24,3,2,31,685,0,1
8.03,4,23,3,0,0,686,2,0
7.01,13,25,0,28,63,687,0,0
6.11,2,29,5,0,3,688,2,1
6.92,1,105,2,18,40,689,1,5
7.48,1,118,3,71,124,690,1,1
7.34,1,119,12,36,124,691,1,0
5.09,1,33,2,120,40,692,1,0
6.81,1,80,3,38,3,693,1,5
8.27,1,87,1,0,182,694,1,0
